epoch,accuracy,dice_coef,loss,lr,mean_io_u_3,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_loss,val_mean_io_u_3,val_precision,val_sensitivity,val_specificity
12,0.9886327385902405,0.5003626346588135,0.03255467861890793,0.00020000001,0.7692631483078003,0.9908999800682068,0.9856168627738953,0.9969066381454468,0.9871788620948792,0.5074853897094727,0.036352723836898804,0.783622145652771,0.989787757396698,0.9839956760406494,0.9965398907661438
13,0.9892190098762512,0.5134011507034302,0.030561011284589767,0.00020000001,0.7744607925415039,0.9912765026092529,0.9863491058349609,0.9970325231552124,0.9876851439476013,0.5171285271644592,0.03482845798134804,0.7737339735031128,0.9899506568908691,0.9846513271331787,0.9965954422950745
14,0.989643931388855,0.5279923677444458,0.02942282147705555,0.00020000001,0.7801753282546997,0.9914330840110779,0.9869650602340698,0.9970899224281311,0.9847983717918396,0.4975220859050751,0.043007250875234604,0.7709224224090576,0.9881294965744019,0.9809040427207947,0.9959920644760132
15,0.9900359511375427,0.5329076051712036,0.02801646664738655,0.00020000001,0.7847657203674316,0.9917925000190735,0.9873400330543518,0.9972074627876282,0.9884240627288818,0.5358909368515015,0.03254687786102295,0.7903825640678406,0.9904721975326538,0.9854024052619934,0.996760904788971
16,0.9904214143753052,0.5442380309104919,0.026648061349987984,0.00020000001,0.7874801158905029,0.9919956922531128,0.9878541231155396,0.9972754120826721,0.9884878993034363,0.5409808158874512,0.03374519199132919,0.7952185273170471,0.9900596141815186,0.9861351251602173,0.9966394305229187
17,0.9909366369247437,0.5577021241188049,0.025244951248168945,0.00020000001,0.7994405031204224,0.9921833276748657,0.9885998964309692,0.9973443746566772,0.9888784289360046,0.5457751750946045,0.032985854893922806,0.8061232566833496,0.9905889630317688,0.9862599968910217,0.9968088269233704
18,0.9916843771934509,0.568702220916748,0.023195402696728706,4.0000003e-05,0.802902102470398,0.9928672909736633,0.9892798662185669,0.9975668787956238,0.9893566966056824,0.5611448884010315,0.03113226406276226,0.8044214248657227,0.9905503988265991,0.9870890974998474,0.996802568435669
19,0.9918843507766724,0.5764099359512329,0.02251945622265339,4.0000003e-05,0.8022204637527466,0.9928985834121704,0.9896392822265625,0.9975796937942505,0.9893553853034973,0.5648514628410339,0.03151390329003334,0.8051493167877197,0.9904381036758423,0.9872370362281799,0.9967712163925171
20,0.991966187953949,0.58025062084198,0.02220902591943741,4.0000003e-05,0.8029110431671143,0.9929354786872864,0.9897805452346802,0.9975939393043518,0.9895206689834595,0.5681413412094116,0.030507218092679977,0.8026626110076904,0.9906526803970337,0.9872896075248718,0.9968407154083252
21,0.992080569267273,0.5845014452934265,0.02191370166838169,4.0000003e-05,0.8030241131782532,0.992952823638916,0.9899650812149048,0.9976052641868591,0.9895835518836975,0.5692405104637146,0.03051929920911789,0.804905891418457,0.9907352328300476,0.9873797297477722,0.9968660473823547
22,0.9921965003013611,0.5859180688858032,0.021556198596954346,4.0000003e-05,0.803093671798706,0.9930620193481445,0.9900723099708557,0.9976381659507751,0.9896278381347656,0.5708951950073242,0.030042123049497604,0.8047202825546265,0.9907732605934143,0.9873960614204407,0.9968819618225098
23,0.9922865033149719,0.5890437364578247,0.02122257836163044,4.0000003e-05,0.8060793876647949,0.9931363463401794,0.9901824593544006,0.9976637363433838,0.9896824955940247,0.5755714774131775,0.030373653396964073,0.8107640743255615,0.9906944036483765,0.9876244068145752,0.9968587756156921
24,0.9924371242523193,0.5931139588356018,0.020876390859484673,4.0000003e-05,0.8082066774368286,0.9931958913803101,0.9904025197029114,0.9976847171783447,0.9897783398628235,0.576926589012146,0.029892679303884506,0.8071284294128418,0.9907862544059753,0.9876770973205566,0.9968884587287903
25,0.992488443851471,0.5955163240432739,0.020590251311659813,4.0000003e-05,0.8087230324745178,0.9932160377502441,0.9904798865318298,0.9976933002471924,0.9896947145462036,0.5789140462875366,0.030815977603197098,0.8113148212432861,0.990532636642456,0.98779296875,0.9968085289001465
26,0.9926549792289734,0.59763503074646,0.020236358046531677,4.0000003e-05,0.8097944259643555,0.9933494329452515,0.9906551837921143,0.997737467288971,0.9898267388343811,0.5848786234855652,0.030491046607494354,0.8132442235946655,0.9906151294708252,0.9879800081253052,0.9968383312225342
27,0.9928174018859863,0.6028698086738586,0.019688604399561882,8.000001e-06,0.8109718561172485,0.9934424161911011,0.9908731579780579,0.9977709054946899,0.9898607730865479,0.5854848623275757,0.03037436679005623,0.8134878873825073,0.9906544089317322,0.987995982170105,0.9968516230583191
28,0.9928606152534485,0.6042599081993103,0.019593527540564537,8.000001e-06,0.8112354278564453,0.9934549927711487,0.9909377098083496,0.9977752566337585,0.9899092316627502,0.5851659774780273,0.029936011880636215,0.8131554126739502,0.9907630681991577,0.9879721403121948,0.9968857765197754
29,0.992920458316803,0.6044251918792725,0.019430192187428474,1.6000001e-06,0.8113107681274414,0.9935396909713745,0.990959644317627,0.9978017210960388,0.9899020195007324,0.5856897234916687,0.030032692477107048,0.8132110834121704,0.9907283186912537,0.9879928827285767,0.9968747496604919
30,0.9929243922233582,0.6047884225845337,0.01941658928990364,1.6000001e-06,0.8113691806793213,0.9935305714607239,0.9909772872924805,0.997799277305603,0.9899123311042786,0.5859910845756531,0.029981624335050583,0.8131735920906067,0.9907395839691162,0.9879986643791199,0.9968785643577576
31,0.9929326772689819,0.6052249670028687,0.01939120516180992,1e-06,0.8114043474197388,0.9935256242752075,0.9909971952438354,0.9977980852127075,0.9899113178253174,0.5861562490463257,0.03000965155661106,0.8132164478302002,0.9907281398773193,0.9880054593086243,0.9968753457069397
32,0.9929391145706177,0.6051993370056152,0.019381500780582428,1e-06,0.8113318681716919,0.993529200553894,0.9910014271736145,0.9977989792823792,0.989913284778595,0.5862213373184204,0.030007177963852882,0.8132457733154297,0.9907327890396118,0.9880077242851257,0.9968764781951904
33,0.9929395914077759,0.6054105162620544,0.019372370094060898,1e-06,0.8115259408950806,0.9935356378555298,0.9910001158714294,0.9978010654449463,0.9899162650108337,0.5862804651260376,0.02998931147158146,0.8132537603378296,0.9907355308532715,0.9880093932151794,0.9968773126602173
34,0.9929462671279907,0.6054922342300415,0.019359374418854713,1e-06,0.8115018606185913,0.9935378432273865,0.99100661277771,0.9978024363517761,0.9899159073829651,0.5863962769508362,0.030003953725099564,0.8132507801055908,0.9907281994819641,0.9880132675170898,0.9968751668930054
